center_name	PRIMARY_ID	EXTERNAL_ID	SUBMITTER_ID	TITLE	TAXON_ID	SCIENTIFIC_NAME	ENA-STUDY	ENA-EXPERIMENT	ENA-RUN	ENA-SUBMISSION	ENA-FASTQ-FILES	ENA-SUBMITTED-FILES	collection date	environment (biome)	environment (feature)	environment (material)	geographic location (country and/or sea)	geographic location (latitude)	geographic location (longitude)	host-associated environmental package	investigation type	project name	sequencing method	ENA-CHECKLIST	ENA-SPOT-COUNT	ENA-BASE-COUNT	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325677	SAMEA5523594	HS86	skin_elevation	749906	gut metagenome	ERP114401	ERX3264800	ERR3237422	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325677&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325677&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	104.0737	30.6323	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	56255	23925427	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325678	SAMEA5523595	HS87	skin_elevation	749906	gut metagenome	ERP114401	ERX3264801	ERR3237423	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325678&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325678&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	104.0737	30.6323	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	70803	30121896	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325679	SAMEA5523596	HS88	skin_elevation	749906	gut metagenome	ERP114401	ERX3264802	ERR3237424	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325679&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325679&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	104.0737	30.6323	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	74687	31769686	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325680	SAMEA5523597	HS89	skin_elevation	749906	gut metagenome	ERP114401	ERX3264803	ERR3237425	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325680&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325680&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	104.0737	30.6323	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	83095	35321105	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325681	SAMEA5523598	HS90	skin_elevation	749906	gut metagenome	ERP114401	ERX3264804	ERR3237426	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325681&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325681&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	104.0737	30.6323	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	66741	28383018	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325682	SAMEA5523599	HS91	skin_elevation	749906	gut metagenome	ERP114401	ERX3264805	ERR3237427	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325682&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325682&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	104.0737	30.6323	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	58409	24836561	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325683	SAMEA5523600	HS92	skin_elevation	749906	gut metagenome	ERP114401	ERX3264806	ERR3237428	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325683&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325683&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	104.0737	30.6323	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	110760	47101335	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325684	SAMEA5523601	HS93	skin_elevation	749906	gut metagenome	ERP114401	ERX3264807	ERR3237429	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325684&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325684&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	104.0737	30.6323	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	76833	32670561	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325685	SAMEA5523602	HS94	skin_elevation	749906	gut metagenome	ERP114401	ERX3264808	ERR3237430	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325685&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325685&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	104.0737	30.6323	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	94084	40003184	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325686	SAMEA5523603	HS95	skin_elevation	749906	gut metagenome	ERP114401	ERX3264809	ERR3237431	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325686&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325686&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	104.0737	30.6323	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	132411	56296265	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325687	SAMEA5523604	HS96	skin_elevation	749906	gut metagenome	ERP114401	ERX3264810	ERR3237432	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325687&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325687&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	104.0737	30.6323	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	58811	25001453	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325688	SAMEA5523605	HS97	skin_elevation	749906	gut metagenome	ERP114401	ERX3264811	ERR3237433	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325688&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325688&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	104.0737	30.6323	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	62681	26633762	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325689	SAMEA5523606	HS98	skin_elevation	749906	gut metagenome	ERP114401	ERX3264812	ERR3237434	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325689&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325689&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	104.0737	30.6323	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	36277	15423482	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325690	SAMEA5523607	HS99	skin_elevation	749906	gut metagenome	ERP114401	ERX3264813	ERR3237435	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325690&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325690&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.2085	36.7189	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	32276	13718474	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325691	SAMEA5523608	HS100	skin_elevation	749906	gut metagenome	ERP114401	ERX3264814	ERR3237436	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325691&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325691&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.2085	36.7189	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	60909	25896711	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325692	SAMEA5523609	HS101	skin_elevation	749906	gut metagenome	ERP114401	ERX3264815	ERR3237437	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325692&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325692&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.2085	36.7189	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	58013	24657647	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325693	SAMEA5523610	HS102	skin_elevation	749906	gut metagenome	ERP114401	ERX3264816	ERR3237438	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325693&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325693&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.748	36.6272	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	56243	23919933	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325694	SAMEA5523611	HS103	skin_elevation	749906	gut metagenome	ERP114401	ERX3264817	ERR3237439	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325694&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325694&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.2085	36.7189	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	67336	28655180	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325695	SAMEA5523612	HS104	skin_elevation	749906	gut metagenome	ERP114401	ERX3264818	ERR3237440	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325695&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325695&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.2085	36.7189	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	46152	19620263	2019-12-30	2019-03-21
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS3325696	SAMEA5523613	HS105	skin_elevation	749906	gut metagenome	ERP114401	ERX3264819	ERR3237441	ERA1777984	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325696&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS3325696&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016	human	skin	skin	China	101.2085	36.7189	host-associated	mimarks-survey	human_elevation	HiSeq	ERC000013	67552	28721978	2019-12-30	2019-03-21
