broker_name	center_name	PRIMARY_ID	EXTERNAL_ID	SUBMITTER_ID	TITLE	TAXON_ID	SCIENTIFIC_NAME	DESCRIPTION	ENA-STUDY	ENA-EXPERIMENT	ENA-RUN	ENA-SUBMISSION	ENA-FASTQ-FILES	ENA-SUBMITTED-FILES	host	isolation_source	collection_date	geo_loc_name	lat_lon	patient_sample	BioSampleModel	ENA-SPOT-COUNT	ENA-BASE-COUNT	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE
NCBI	pda|bigdoyle	SRS4594094	SAMN11352364	DS2016103	patient19-S1	2034148	canine metagenome	patient19-S1	SRP191145	SRX5648721	SRR8861279	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594094&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594094&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-05-08	USA: Massachusetts	not applicable	patient19-S1	Metagenome or environmental	3375527	841434403	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594093	SAMN11352365	DS2016104	patient19-S2	2034148	canine metagenome	patient19-S2	SRP191145	SRX5648720	SRR8861280	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594093&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594093&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-05-09	USA: Massachusetts	not applicable	patient19-S2	Metagenome or environmental	3502854	874748430	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594086	SAMN11352366	DS2016105	patient19-S3	2034148	canine metagenome	patient19-S3	SRP191145	SRX5648713	SRR8861287	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594086&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594086&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-05-10	USA: Massachusetts	not applicable	patient19-S3	Metagenome or environmental	402282	102752092	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594085	SAMN11352367	DS2016106	patient19-S4	2034148	canine metagenome	patient19-S4	SRP191145	SRX5648712	SRR8861288	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594085&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594085&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-05-11	USA: Massachusetts	not applicable	patient19-S4	Metagenome or environmental	2623841	639968820	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594099	SAMN11352368	DS2016107	patient19-S5	2034148	canine metagenome	patient19-S5	SRP191145	SRX5648726	SRR8861274	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594099&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594099&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-05-15	USA: Massachusetts	not applicable	patient19-S5	Metagenome or environmental	3709298	920153662	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594100	SAMN11352369	DS2016108	patient20-S1	2034148	canine metagenome	patient20-S1	SRP191145	SRX5648727	SRR8861273	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594100&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594100&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-05-09	USA: Massachusetts	not applicable	patient20-S1	Metagenome or environmental	1005811	282352582	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594097	SAMN11352370	DS2016109	patient20-S2	2034148	canine metagenome	patient20-S2	SRP191145	SRX5648724	SRR8861276	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594097&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594097&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-05-11	USA: Massachusetts	not applicable	patient20-S2	Metagenome or environmental	949336	267283673	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594098	SAMN11352371	DS2016110	patient20-S3	2034148	canine metagenome	patient20-S3	SRP191145	SRX5648725	SRR8861275	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594098&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594098&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-05-13	USA: Massachusetts	not applicable	patient20-S3	Metagenome or environmental	3444524	912707432	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594103	SAMN11352372	DS2016111	patient20-S4	2034148	canine metagenome	patient20-S4	SRP191145	SRX5648730	SRR8861270	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594103&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594103&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-05-14	USA: Massachusetts	not applicable	patient20-S4	Metagenome or environmental	3868970	1048152623	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594104	SAMN11352373	DS2016112	patient20-S5	2034148	canine metagenome	patient20-S5	SRP191145	SRX5648731	SRR8861269	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594104&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594104&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-05-17	USA: Massachusetts	not applicable	patient20-S5	Metagenome or environmental	3566438	919024860	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594101	SAMN11352374	DS2016119	patient22-S1	2034148	canine metagenome	patient22-S1	SRP191145	SRX5648728	SRR8861272	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594101&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594101&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-07-18	USA: Massachusetts	not applicable	patient22-S1	Metagenome or environmental	132674	35350417	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594102	SAMN11352375	DS2016120	patient22-S2	2034148	canine metagenome	patient22-S2	SRP191145	SRX5648729	SRR8861271	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594102&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594102&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-07-19	USA: Massachusetts	not applicable	patient22-S2	Metagenome or environmental	96150	25969769	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594095	SAMN11352376	DS2016121	patient22-S3	2034148	canine metagenome	patient22-S3	SRP191145	SRX5648722	SRR8861278	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594095&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594095&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-07-20	USA: Massachusetts	not applicable	patient22-S3	Metagenome or environmental	612816	152329080	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594096	SAMN11352377	DS2016122	patient22-S4	2034148	canine metagenome	patient22-S4	SRP191145	SRX5648723	SRR8861277	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594096&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594096&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-07-21	USA: Massachusetts	not applicable	patient22-S4	Metagenome or environmental	59297	16095445	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594072	SAMN11352378	DS2016123	patient22-S5	2034148	canine metagenome	patient22-S5	SRP191145	SRX5648699	SRR8861301	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594072&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594072&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-07-22	USA: Massachusetts	not applicable	patient22-S5	Metagenome or environmental	83432	23818338	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594071	SAMN11352379	DS2016124	patient22-S6	2034148	canine metagenome	patient22-S6	SRP191145	SRX5648698	SRR8861302	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594071&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594071&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-07-23	USA: Massachusetts	not applicable	patient22-S6	Metagenome or environmental	8835	2510627	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594070	SAMN11352380	DS2016133	patient24-S1	2034148	canine metagenome	patient24-S1	SRP191145	SRX5648697	SRR8861303	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594070&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594070&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-07-26	USA: Massachusetts	not applicable	patient24-S1	Metagenome or environmental	245511	64561089	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594069	SAMN11352381	DS2016134	patient24-S2	2034148	canine metagenome	patient24-S2	SRP191145	SRX5648696	SRR8861304	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594069&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594069&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-07-27	USA: Massachusetts	not applicable	patient24-S2	Metagenome or environmental	27271	7159141	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594076	SAMN11352382	DS2016135	patient24-S3	2034148	canine metagenome	patient24-S3	SRP191145	SRX5648703	SRR8861297	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594076&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594076&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-07-28	USA: Massachusetts	not applicable	patient24-S3	Metagenome or environmental	144575	35645346	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594075	SAMN11352383	DS2016136	patient24-S4	2034148	canine metagenome	patient24-S4	SRP191145	SRX5648702	SRR8861298	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594075&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594075&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-07-29	USA: Massachusetts	not applicable	patient24-S4	Metagenome or environmental	364188	94116080	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594074	SAMN11352384	DS2016137	patient24-S5	2034148	canine metagenome	patient24-S5	SRP191145	SRX5648701	SRR8861299	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594074&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594074&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-07-30	USA: Massachusetts	not applicable	patient24-S5	Metagenome or environmental	74021	19128524	2020-05-05	2020-05-05
NCBI	pda|bigdoyle	SRS4594073	SAMN11352385	DS2016138	patient24-S6	2034148	canine metagenome	patient24-S6	SRP191145	SRX5648700	SRR8861300	SRA870175	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594073&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4594073&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Canis lupus familiaris	feces	2017-07-31	USA: Massachusetts	not applicable	patient24-S6	Metagenome or environmental	129148	34405987	2020-05-05	2020-05-05
