	project_id	queried_accession_id	id	source	pmid	pmcid	fullTextIdList	doi	title	authorString	journal_issue	journal_volume	journalIssueId	journal_dateOfPublication	journal_monthOfPublication	journal_yearOfPublication	journal_printPublicationDate	journal_title	journal_ISOAbbreviation	journal_medlineAbbreviation	journal_NLMid	journal_ISSN	journal_ESSN	pubYear	pageInfo	abstractText	affiliation		publicationStatus	language	pubModel	pubTypeList	keywordList	isOpenAccess	inEPMC	inPMC	hasPDF	hasBook	hasSuppl	citedByCount	hasData	hasReferences	hasTextMinedTerms	hasDbCrossReferences	hasLabsLinks	license	hasTMAccessionNumbers	tmAccessionTypeList	dateOfCreation	firstIndexDate	fullTextReceivedDate	dateOfRevision	electronicPublicationDate	firstPublicationDate	DOI	HTML	PDF	fulltextXML	Suppl	TGZpackage
0	PRJEB34022	ERP116867	33608630	MED	33608630	PMC7895926	PMC7895926	10.1038/s42003-020-01619-4	Spermidine-induced recovery of human dermal structure and barrier function by skin microbiome.	Kim G, Kim M, Kim M, Park C, Yoon Y, Lim DH, Yeo H, Kang S, Lee YG, Beak NI, Lee J, Kim S, Kwon JY, Choi WW, Lee C, Yoon KW, Park H, Lee DG.	1.0	4	3104234	2021 Feb	2	2021	01/02/2021	Communications biology	Commun Biol	Commun Biol	101719179	2399-3642	2399-3642	2021	231	An unbalanced microbial ecosystem on the human skin is closely related to skin diseases and has been associated with inflammation and immune responses. However, little is known about the role of the skin microbiome on skin aging. Here, we report that the Streptococcus species improved the skin structure and barrier function, thereby contributing to anti-aging. Metagenomic analyses showed the abundance of Streptococcus in younger individuals or those having more elastic skin. Particularly, we isolated Streptococcus pneumoniae, Streptococcus infantis, and Streptococcus thermophilus from face of young individuals. Treatment with secretions of S. pneumoniae and S. infantis induced the expression of genes associated with the formation of skin structure and the skin barrier function in human skin cells. The application of culture supernatant including Streptococcal secretions on human skin showed marked improvements on skin phenotypes such as elasticity, hydration, and desquamation. Gene Ontology analysis revealed overlaps in spermidine biosynthetic and glycogen biosynthetic processes. Streptococcus-secreted spermidine contributed to the recovery of skin structure and barrier function through the upregulation of collagen and lipid synthesis in aged cells. Overall, our data suggest the role of skin microbiome into anti-aging and clinical applications.	Department of Biomedical Science and Engineering, Gwangju Institute of Science and Technology (GIST), Gwangju, Republic of Korea.	South Korea	epublish	eng	Electronic	"Research Support, Non-U.S. Gov't;research-article;Journal Article"		Y	Y	N	Y	N	Y	3	Y	Y	Y	N	Y	cc by	N		20/02/2021	21/02/2021	05/03/2021	29/01/2023	19/02/2021	19/02/2021	https://doi.org/10.1038/s42003-020-01619-4	https://europepmc.org/articles/PMC7895926	https://europepmc.org/articles/PMC7895926?pdf=render	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7895926/fullTextXML	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7895926/supplementaryFiles?includeInlineImage=yes	http://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/c1/47/PMC7895926.tar.gz
0	PRJNA662456	35310400	35310400	MED	35310400	PMC8931732	PMC8931732	10.3389/fmicb.2021.833726	Nasal Microbiome Change During and After Exacerbation in Asthmatic Children.	Liu T, Lin CH, Chen YL, Jeng SL, Tsai HJ, Ho CL, Kuo WS, Hsieh MH, Chen PC, Wu LS, Wang JY.		12	3109445	2021	0	2021	01/01/2021	Frontiers in microbiology	Front Microbiol	Front Microbiol	101548977	1664-302X	1664-302X	2021	833726	Airway and gut microbiota are important in asthma pathogenesis. Although several studies have revealed distinct microbiota in asthmatic airways at baseline compared to healthy controls, limited studies compared microbiota during acute exacerbation (AE) and in the recovery phase (RP) in the same asthmatic children. We aim to investigate association between microbiota and asthma status in children and explore their relationship with clinical features of asthma. We recruited 56 asthmatic children and investigated their nasal, throat, and stool microbiota during AE and in the RP. Totally, 320 samples were subjected to 16S rRNA sequencing. Although the microbial communities were clearly separated by body site, within each site the overall communities during AE and in the RP could not be distinguished. Most nasal microbiota were dominated by only one or two of six bacterial genera. The domination was associated with mite allergy and patient age only during AE but not in the RP. When moving into RP, the relative abundance of <i>Staphylococcus</i> increased while that of <i>Moraxella</i> decreased. Throat and stool microbiota were not associated with most of the clinical features. Interestingly, stool microbiota during AE was associated with ABO blood type and stool microbiota in the RP was associated with frequency of the subsequent exacerbations. In summary, the association between nasal microbiota and mite allergy only during AE suggests an altered local immunity and its interplay with nasal microbes. Our work provides a basis for studying microbes, and prevention or therapeutic strategy in childhood asthma, especially during AE.	Department of Biotechnology and Bioindustry Sciences, National Cheng Kung University, Tainan, Taiwan.	Taiwan	epublish	eng	Electronic-eCollection	"research-article;Journal Article"	"Childhood Asthma;Recovery Phase;Acute Exacerbation;Nasal Microbiota;Mite Allergy"	Y	Y	N	Y	N	Y	4	Y	Y	Y	N	Y	cc by	Y	bioproject	21/03/2022	21/03/2022	21/03/2022	22/03/2022	04/03/2022	04/03/2022	https://doi.org/10.3389/fmicb.2021.833726	https://europepmc.org/articles/PMC8931732	https://europepmc.org/articles/PMC8931732?pdf=render	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8931732/fullTextXML	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8931732/supplementaryFiles?includeInlineImage=yes	http://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/3f/91/PMC8931732.tar.gz
0	PRJNA721429	PRJNA721429	33863395	MED	33863395	PMC8051552	PMC8051552	10.1186/s42523-021-00090-8	Microbial community structure and composition is associated with host species and sex in Sigmodon cotton rats.	Strickland BA, Patel MC, Shilts MH, Boone HH, Kamali A, Zhang W, Stylos D, Boukhvalova MS, Rosas-Salazar C, Yooseph S, Rajagopala SV, Blanco JCG, Das SR.	1.0	3	3144368	2021 Apr	4	2021	01/04/2021	Animal microbiome	Anim Microbiome	Anim Microbiome	101759457	2524-4671	2524-4671	2021	29	<h4>Background</h4>The cotton rat (genus Sigmodon) is an essential small animal model for the study of human infectious disease and viral therapeutic development. However, the impact of the host microbiome on infection outcomes has not been explored in this model, partly due to the lack of a comprehensive characterization of microbial communities across different cotton rat species. Understanding the dynamics of their microbiome could significantly help to better understand its role when modeling viral infections in this animal model.<h4>Results</h4>We examined the bacterial communities of the gut and three external sites (skin, ear, and nose) of two inbred species of cotton rats commonly used in research (S. hispidus and S. fulviventer) by using 16S rRNA gene sequencing, constituting the first comprehensive characterization of the cotton rat microbiome. We showed that S. fulviventer maintained higher alpha diversity and richness than S. hispidus at external sites (skin, ear, nose), but there were no differentially abundant genera. However, S. fulviventer and S. hispidus had distinct fecal microbiomes composed of several significantly differentially abundant genera. Whole metagenomic shotgun sequencing of fecal samples identified species-level differences between S. hispidus and S. fulviventer, as well as different metabolic pathway functions as a result of differential host microbiome contributions. Furthermore, the microbiome composition of the external sites showed significant sex-based differences while fecal communities were not largely different.<h4>Conclusions</h4>Our study shows that host genetic background potentially exerts homeostatic pressures, resulting in distinct microbiomes for two different inbred cotton rat species. Because of the numerous studies that have uncovered strong relationships between host microbiome, viral infection outcomes, and immune responses, our findings represent a strong contribution for understanding the impact of different microbial communities on viral pathogenesis. Furthermore, we provide novel cotton rat microbiome data as a springboard to uncover the full therapeutic potential of the microbiome against viral infections.	Pathology Microbiology and Immunology, Vanderbilt University Medical Center, Nashville, TN, USA.	USA	epublish	eng	Electronic	"research-article;Journal Article"	"Gut;16S rRNA gene;SKin;Respiratory;Metagenomics;Microbiome;Cotton Rat;Sigmodon"	Y	Y	N	Y	N	Y	3	Y	Y	Y	N	Y	cc by	Y	bioproject	17/04/2021	18/04/2021	28/04/2021	27/01/2022	16/04/2021	16/04/2021	https://doi.org/10.1186/s42523-021-00090-8	https://europepmc.org/articles/PMC8051552	https://europepmc.org/articles/PMC8051552?pdf=render	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8051552/fullTextXML	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8051552/supplementaryFiles?includeInlineImage=yes	http://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/75/3d/PMC8051552.tar.gz
0	PRJNA369475	29256859	29256859	MED	29256859	PMC5736351	PMC5736351	10.7554/elife.30637	Severe infections emerge from commensal bacteria by adaptive evolution. 	Young BC, Wu CH, Gordon NC, Cole K, Price JR, Liu E, Sheppard AE, Perera S, Charlesworth J, Golubchik T, Iqbal Z, Bowden R, Massey RC, Paul J, Crook DW, Peto TE, Walker AS, Llewelyn MJ, Wyllie DH, Wilson DJ.		6	2624860	2017 Dec	12	2017	01/12/2017	eLife	Elife	Elife	101579614	2050-084X	2050-084X	2017	e30637	"Bacteria responsible for the greatest global mortality colonize the human microbiota far more frequently than they cause severe infections. Whether mutation and selection among commensal bacteria are associated with infection is unknown. We investigated de novo mutation in 1163 Staphylococcus aureus genomes from 105 infected patients with nose colonization. We report that 72% of infections emerged from the nose, with infecting and nose-colonizing bacteria showing parallel adaptive differences. We found 2.8-to-3.6-fold adaptive enrichments of protein-altering variants in genes responding to rsp, which regulates surface antigens and toxin production; agr, which regulates quorum-sensing, toxin production and abscess formation; and host-derived antimicrobial peptides. Adaptive mutations in pathogenesis-associated genes were 3.1-fold enriched in infecting but not nose-colonizing bacteria. None of these signatures were observed in healthy carriers nor at the species-level, suggesting infection-associated, short-term, within-host selection pressures. Our results show that signatures of spontaneous adaptive evolution are specifically associated with infection, raising new possibilities for diagnosis and treatment."	Nuffield Department of Medicine, Experimental Medicine Division, University of Oxford, Oxford, United Kingdom.	United Kingdom	epublish	eng	Electronic	"IM;Research Support, Non-U.S. Gov't;research-article;Journal Article"		Y	Y	N	Y	N	Y	41	Y	Y	Y	N	Y	cc by	Y	"bioproject;gen"	20/12/2017	20/12/2017	10/07/2020	29/01/2022	19/12/2017	19/12/2017	https://doi.org/10.7554/eLife.30637	https://europepmc.org/articles/PMC5736351	https://europepmc.org/articles/PMC5736351?pdf=render	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5736351/fullTextXML	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5736351/supplementaryFiles?includeInlineImage=yes	http://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/f1/c7/PMC5736351.tar.gz
1	PRJNA369475	34812717	34812717	MED	34812717	PMC8743558	PMC8743558	10.1099/mgen.0.000700	Antimicrobial resistance determinants are associated with Staphylococcus aureus bacteraemia and adaptation to the healthcare environment: a bacterial genome-wide association study. 	Young BC, Wu CH, Charlesworth J, Earle S, Price JR, Gordon NC, Cole K, Dunn L, Liu E, Oakley S, Godwin H, Fung R, Miller R, Knox K, Votintseva A, Quan TP, Tilley R, Scarborough M, Crook DW, Peto TE, Walker AS, Llewelyn MJ, Wilson DJ.	11.0	7	3262940	2021 Nov	11	2021	01/11/2021	Microbial genomics	Microb Genom	Microb Genom	101671820	2057-5858	2057-5858	2021		Staphylococcus aureus is a major bacterial pathogen in humans, and a dominant cause of severe bloodstream infections. Globally, antimicrobial resistance (AMR) in S. aureus remains challenging. While human risk factors for infection have been defined, contradictory evidence exists for the role of bacterial genomic variation in S. aureus disease. To investigate the contribution of bacterial lineage and genomic variation to the development of bloodstream infection, we undertook a genome-wide association study comparing bacteria from 1017 individuals with bacteraemia to 984 adults with asymptomatic S. aureus nasal carriage. Within 984 carriage isolates, we also compared healthcare-associated (HA) carriage with community-associated (CA) carriage. All major global lineages were represented in both bacteraemia and carriage, with no evidence for different infection rates. However, kmers tagging trimethoprim resistance-conferring mutation F99Y in dfrB were significantly associated with bacteraemia-vs-carriage (P=10-8.9-10-9.3). Pooling variation within genes, bacteraemia-vs-carriage was associated with the presence of mecA (HMP=10-5.3) as well as the presence of SCCmec (HMP=10-4.4). Among S. aureus carriers, no lineages were associated with HA-vs-CA carriage. However, we found a novel signal of HA-vs-CA carriage in the foldase protein prsA, where kmers representing conserved sequence allele were associated with CA carriage (P=10-7.1-10-19.4), while in gyrA, a ciprofloxacin resistance-conferring mutation, L84S, was associated with HA carriage (P=10-7.2). In an extensive study of S. aureus bacteraemia and nasal carriage in the UK, we found strong evidence that all S. aureus lineages are equally capable of causing bloodstream infection, and of being carried in the healthcare environment. Genomic variation in the foldase protein prsA is a novel genomic marker of healthcare origin in S. aureus but was not associated with bacteraemia. AMR determinants were associated with both bacteraemia and healthcare-associated carriage, suggesting that AMR increases the propensity not only to survive in healthcare environments, but also to cause invasive disease.	Nuffield Department of Medicine, Experimental Medicine Division, University of Oxford, John Radcliffe Hospital, Oxford OX3 9DU, UK.	United Kingdom	ppublish	eng	Print	"IM;Research Support, Non-U.S. Gov't;research-article;Journal Article"		Y	Y	N	Y	N	Y	11	Y	Y	Y	N	Y	cc by	Y	"bioproject;refseq"	23/11/2021	30/11/2021	12/01/2022	05/04/2022		01/11/2021	https://doi.org/10.1099/mgen.0.000700	https://europepmc.org/articles/PMC8743558	https://europepmc.org/articles/PMC8743558?pdf=render	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8743558/fullTextXML	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8743558/supplementaryFiles?includeInlineImage=yes	http://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/5a/a3/PMC8743558.tar.gz
0	PRJNA745169	34433082	34433082	MED	34433082	PMC8361213	PMC8361213	10.1016/j.celrep.2021.109637	Acute SARS-CoV-2 infection is associated with an increased abundance of bacterial pathogens, including Pseudomonas aeruginosa in the nose.	Rhoades NS, Pinski AN, Monsibais AN, Jankeel A, Doratt BM, Cinco IR, Ibraim I, Messaoudi I.	9.0	36	3226201	2021 Aug	8	2021	01/08/2021	Cell reports	Cell Rep	Cell Rep	101573691	2211-1247	2211-1247	2021	109637	Research conducted on severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) pathogenesis and coronavirus disease 2019 (COVID-19) generally focuses on the systemic host response, especially that generated by severely ill patients, with few studies investigating the impact of acute SARS-CoV-2 at the site of infection. We show that the nasal microbiome of SARS-CoV-2-positive patients (CoV<sup>+</sup>, n = 68) at the time of diagnosis is unique when compared to CoV<sup>-</sup> healthcare workers (n = 45) and CoV<sup>-</sup> outpatients (n = 21). This shift is marked by an increased abundance of bacterial pathogens, including Pseudomonas aeruginosa, which is also positively associated with viral RNA load. Additionally, we observe a robust host transcriptional response in the nasal epithelia of CoV<sup>+</sup> patients, indicative of an antiviral innate immune response and neuronal damage. These data suggest that the inflammatory response caused by SARS-CoV-2 infection is associated with an increased abundance of bacterial pathogens in the nasal cavity that could contribute to increased incidence of secondary bacterial infections.	Department of Molecular Biology and Biochemistry, University of California Irvine, Irvine, CA, USA.	USA	ppublish	eng	Print-Electronic	"brief-report;Journal Article;Research Support, N.I.H., Extramural"	"Pseudomonas aeruginosa;Coinfection;Inflammation;Rna-seq;Viral Rna Load;Nasal Microbiome;Covid-19;Sars-cov-2"	Y	Y	N	Y	N	Y	20	Y	Y	Y	N	Y	cc by-nc-nd	Y	"bioproject;refseq;gisaid"	25/08/2021	26/08/2021	16/08/2021	13/09/2021	13/08/2021	13/08/2021	https://doi.org/10.1016/j.celrep.2021.109637	https://europepmc.org/articles/PMC8361213	https://europepmc.org/articles/PMC8361213?pdf=render	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8361213/fullTextXML	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8361213/supplementaryFiles?includeInlineImage=yes	http://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/e1/25/PMC8361213.tar.gz
0	PRJNA269493	25736890	25736890	MED	25736890	PMC4358017	PMC4358017	10.1128/mbio.00037-15	Analysis of the upper respiratory tract microbiotas as the source of the lung and gastric microbiotas in healthy individuals.	Bassis CM, Erb-Downward JR, Dickson RP, Freeman CM, Schmidt TM, Young VB, Beck JM, Curtis JL, Huffnagle GB.	2.0	6	2475583	2015 Mar	3	2015	01/03/2015	mBio	mBio	mBio	101519231	2150-7511	2150-7511	2015	e00037	<h4>Unlabelled</h4>No studies have examined the relationships between bacterial communities along sites of the upper aerodigestive tract of an individual subject. Our objective was to perform an intrasubject and intersite analysis to determine the contributions of two upper mucosal sites (mouth and nose) as source communities for the bacterial microbiome of lower sites (lungs and stomach). Oral wash, bronchoalveolar lavage (BAL) fluid, nasal swab, and gastric aspirate samples were collected from 28 healthy subjects. Extensive analysis of controls and serial intrasubject BAL fluid samples demonstrated that sampling of the lungs by bronchoscopy was not confounded by oral microbiome contamination. By quantitative PCR, the oral cavity and stomach contained the highest bacterial signal levels and the nasal cavity and lungs contained much lower levels. Pyrosequencing of 16S rRNA gene amplicon libraries generated from these samples showed that the oral and gastric compartments had the greatest species richness, which was significantly greater in both than the richness measured in the lungs and nasal cavity. The bacterial communities of the lungs were significantly different from those of the mouth, nose, and stomach, while the greatest similarity was between the oral and gastric communities. However, the bacterial communities of healthy lungs shared significant membership with the mouth, but not the nose, and marked subject-subject variation was noted. In summary, microbial immigration from the oral cavity appears to be the significant source of the lung microbiome during health, but unlike the stomach, the lungs exhibit evidence of selective elimination of Prevotella bacteria derived from the upper airways.<h4>Importance</h4>We have demonstrated that the bacterial communities of the healthy lung overlapped those found in the mouth but were found at lower concentrations, with lower membership and a different community composition. The nasal microbiome, which was distinct from the oral microbiome, appeared to contribute little to the composition of the lung microbiome in healthy subjects. Our studies of the nasal, oral, lung, and stomach microbiomes within an individual illustrate the microbiological continuity of the aerodigestive tract in healthy adults and provide culture-independent microbiological support for the concept that microaspiration is common in healthy individuals.	Division of Infectious Diseases, University of Michigan Medical School, Ann Arbor, Michigan, USA.	USA	epublish	eng	Electronic	"Comparative Study;Research Support, Non-U.S. Gov't;research-article;Research Support, U.S. Gov't, Non-P.H.S.;Journal Article;Research Support, N.I.H., Extramural"		Y	Y	N	Y	N	N	363	Y	Y	Y	Y	Y	cc by-nc-sa	Y	bioproject	05/03/2015	05/03/2015	08/07/2020	09/04/2022	03/03/2015	03/03/2015	https://doi.org/10.1128/mBio.00037-15	https://europepmc.org/articles/PMC4358017	https://europepmc.org/articles/PMC4358017?pdf=render	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4358017/fullTextXML		http://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/dd/b6/PMC4358017.tar.gz
1	PRJNA269493	32171662	36187553	MED	36187553	PMC9512660	PMC9512660	10.1016/j.pld.2021.12.004	Plant invasions facilitated by suppression of root nutrient acquisition rather than by disruption of mycorrhizal association in the native plant.	Chen J, Zhang HY, Liu MC, Han MX, Kong DL.	5.0	44	3433031	2022 Sep	9	2022	01/09/2022	Plant diversity	Plant Divers	Plant Divers	101696424	2096-2703	2468-2659	2022	499-504	Invasive species have profound negative impacts on native ranges. Unraveling the mechanisms employed by invasive plant species is crucial to controlling invasions. One important approach that invasive plants use to outcompete native plants is to disrupt mutualistic interactions between native roots and mycorrhizal fungi. However, it remains unclear how differences in the competitive ability of invasive plants affect native plant associations with mycorrhizae. Here, we examined how a native plant, <i>Xanthium strumarium</i>, responds to invasive plants that differed in competitive abilities (i.e., as represented by aboveground plant biomass) by measuring changes in root nitrogen concentration (root nutrient acquisition) and mycorrhizal colonization rate. We found that both root nitrogen concentration and mycorrhizal colonization rate in the native plant were reduced by invasive plants. The change in mycorrhizal colonization rate of the native plant was negatively correlated with both aboveground plant biomass of the invasive plants and the change in aboveground plant biomass of the native plant in monocultures relative to mixed plantings. In contrast, the change in root nitrogen concentration of the native plant was positively correlated with aboveground plant biomass of the invasive plants and the change in aboveground plant biomass of the native plant. When we compared the changes in mycorrhizal colonization rate and root nitrogen concentration in the native plant grown in monocultures with those of native plants grown with invasive plants, we observed a significant tradeoff. Our study shows that invasive plants can suppress native plants by reducing root nutrient acquisition rather than by disrupting symbiotic mycorrhizal associations, a novel finding likely attributable to a low dependence of the native plant on mycorrhizal fungi.	College of Forestry, Henan Agricultural University, Zhengzhou 450002, Henan, China.	China	epublish	eng	Electronic-eCollection	"research-article;Journal Article"	"plant invasion;Tradeoff;Mycorrhizal Strategy;Root Strategy"	Y	Y	N	Y	N	N	1	N	Y	Y	N	N	cc by-nc-nd	N		03/10/2022	04/10/2022	03/10/2022	04/10/2022	24/12/2021	24/12/2021	https://doi.org/10.1016/j.pld.2021.12.004	https://europepmc.org/articles/PMC9512660	https://europepmc.org/articles/PMC9512660?pdf=render	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9512660/fullTextXML		http://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/e1/98/PMC9512660.tar.gz
2	PRJNA269493	32171662	32171662	MED	32171662	PMC7212475	PMC7212475	10.1016/j.gpb.2018.03.009	Meta-analysis Reveals Potential Influence of Oxidative Stress on the Airway Microbiomes of Cystic Fibrosis Patients.	Shi X, Gao Z, Lin Q, Zhao L, Ma Q, Kang Y, Yu J.	6.0	17	2953058	2019 Dec	12	2019	01/12/2019	Genomics, proteomics & bioinformatics	Genomics Proteomics Bioinformatics	Genomics Proteomics Bioinformatics	101197608	1672-0229	2210-3244	2019	590-602	The lethal chronic airway infection of the cystic fibrosis (CF) patients is predisposed by colonization of specific CF-philic pathogens or the CF microbiomes, but key processes and reasons of the microbiome settlement in the patients are yet to be fully understood, especially their survival and metabolic dynamics from normal to diseased status under treatment. Here, we report our meta-analysis results on CF airway microbiomes based on metabolic networks reconstructed from genome information at species level. The microbiomes of CF patients appear to engage much more redox-related activities than those of controls, and by constructing a large dataset of anti-oxidative stress (anti-OS) genes, our quantitative evaluation of the anti-OS capacity of each bacterial species in the CF microbiomes confirms strong conservation of the anti-OS responses within genera and also shows that the CF pathogens have significantly higher anti-OS capacity than commensals and other typical respiratory pathogens. In addition, the anti-OS capacity of a relevant species correlates with its relative fitness for the airways of CF patients over that for the airways of controls. Moreover, the total anti-OS capacity of the respiratory microbiome of CF patients is collectively higher than that of controls, which increases with disease progression, especially after episodes of acute exacerbation and antibiotic treatment. According to these results, we propose that the increased OS in the airways of CF patients may play an important role in reshaping airway microbiomes to a more resistant status that favors the pre-infection colonization of the CF pathogens for a higher anti-OS capacity.	"CAS Key Laboratory of Genome Sciences and Information, Beijing Institute of Genomics, Chinese Academy of Sciences, Beijing 100101, China; University of Chinese Academy of Sciences, Beijing 100190, China."	China	ppublish	eng	Print-Electronic	"Meta-Analysis;Research Support, Non-U.S. Gov't;research-article;Research Support, U.S. Gov't, Non-P.H.S.;Journal Article"	"ROS;Meta-analysis;Cystic Fibrosis;Respiratory Pathogens;Airway Microbiome"	Y	Y	N	Y	N	Y	3	Y	Y	Y	N	Y	cc by-nc-nd	Y	gen	16/03/2020	16/03/2020	10/07/2020	15/07/2020	12/03/2020	01/12/2019	https://doi.org/10.1016/j.gpb.2018.03.009	https://europepmc.org/articles/PMC7212475	https://europepmc.org/articles/PMC7212475?pdf=render	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7212475/fullTextXML	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7212475/supplementaryFiles?includeInlineImage=yes	http://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/a7/a0/PMC7212475.tar.gz
0	PRJNA733573	34568086	34568086	MED	34568086	PMC8461088	PMC8461088	10.3389/fcimb.2021.686595	Characteristics and Clinical Implications of the Nasal Microbiota in Extranodal NK/T-Cell Lymphoma, Nasal Type.	Shi Z, Li X, Wang X, Zhang L, Li L, Fu X, Sun Z, Li Z, Zhang X, Zhang M.		11	3115205	2021	0	2021	01/01/2021	Frontiers in cellular and infection microbiology	Front Cell Infect Microbiol	Front Cell Infect Microbiol	101585359	2235-2988	2235-2988	2021	686595	Natural killer/T cell lymphoma (NKTCL) most frequently affects the nasal cavity and upper aerodigestive tract (UAT) and is often mistaken for reactive disease processes, such as chronic rhinosinusitis (CRS). Recently, alterations of the nasal resident microbiota have been found in CRS. However, nasal microbial features in NKTCL have never been reported. This case-control study collected 46 NKTCL patients, 25 CRS patients and 24 matched healthy controls (HCs) to analyze nasal microbial profiles <i>via</i> 16S rRNA sequencing technology to improve our understanding of changes in the nasal microbiota in NKTCL. We found that alpha diversity was significantly decreased, while beta diversity was significantly increased in NKTCL compared with those in CRS and HCs. The genus <i>Corynebacterium</i> was significantly depleted in CRS and NKTCL <i>versus</i> that in HCs, while genus <i>Staphylococcus</i> was the most abundant in the NKTCL compared to that in the other two groups. The nasal microbial community was significantly different between UAT-NKTCL and non-UAT NKTCL patients. Importantly, based on a panel of taxa, excellent classification power with an AUC of 0.875 between UAT-NKTCL and CRS was achieved. Furthermore, the alpha diversity of the nasal microbiota was associated with several clinical covariates of NKTCL. Finally, PICRUSt analysis implicated an array of distinct functions in NKTCL that might be involved in the pathogenesis of the disease. In conclusion, the nasal microbial profile was unique in NKTCL. The nose-microbiota-UAT NKTCL axis represents a panel of promising biomarkers for clinical practice and contributes to revealing the potential pathogenesis of this malignancy.	Department of Oncology, The First Affiliated Hospital of Zhengzhou University, Zhengzhou, China.	China	epublish	eng	Electronic-eCollection	"Research Support, Non-U.S. Gov't;research-article;Journal Article"	"Biomarker;Chronic Rhinosinusitis;16s Rrna Sequencing;Natural Killer/t Cell Lymphoma;Nasal Microbiota;Nose-Microbiota-Uat Nktcl Axis"	Y	Y	N	Y	N	Y	1	Y	Y	Y	N	Y	cc by	Y	bioproject	27/09/2021	28/09/2021	27/09/2021	18/10/2021	10/09/2021	10/09/2021	https://doi.org/10.3389/fcimb.2021.686595	https://europepmc.org/articles/PMC8461088	https://europepmc.org/articles/PMC8461088?pdf=render	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8461088/fullTextXML	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8461088/supplementaryFiles?includeInlineImage=yes	http://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/6a/d4/PMC8461088.tar.gz
