center_name	PRIMARY_ID	EXTERNAL_ID	SUBMITTER_ID	TITLE	TAXON_ID	SCIENTIFIC_NAME	ENA-SUBMISSION	ENA-FASTQ-FILES	ENA-SUBMITTED-FILES	collection date	environment (biome)	environment (feature)	environment (material)	geographic location (country and/or sea)	geographic location (latitude)	geographic location (longitude)	host-associated environmental package	investigation type	project name	sequencing method	ENA-CHECKLIST	ENA-SPOT-COUNT	ENA-BASE-COUNT	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337378	SAMEA7579040	wyj92	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337378&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337378&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	79550	33842805	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337379	SAMEA7579041	wyj93	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337379&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337379&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	73898	31458210	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337380	SAMEA7579042	wyj94	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337380&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337380&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	15872	6743705	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337381	SAMEA7579043	wyj95	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337381&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337381&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	74587	31745734	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337382	SAMEA7579044	wyj96	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337382&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337382&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	57256	24350293	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337383	SAMEA7579045	wyj97	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337383&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337383&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	71166	30240812	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337384	SAMEA7579046	wyj98	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337384&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337384&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	70260	29836427	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337385	SAMEA7579047	wyj99	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337385&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337385&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	87864	37352583	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337386	SAMEA7579048	wyj100	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337386&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337386&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	60012	25492426	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337387	SAMEA7579049	wyj101	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337387&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337387&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	23831	10129717	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337388	SAMEA7579050	wyj102	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337388&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337388&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	29031	12293084	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337389	SAMEA7579051	wyj103	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337389&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337389&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	19865	8448035	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337390	SAMEA7579052	wyj104	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337390&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337390&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	24923	10583422	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337391	SAMEA7579053	wyj105	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337391&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337391&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	73349	31228353	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337392	SAMEA7579054	wyj106	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337392&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337392&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	13003	5523381	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337393	SAMEA7579055	wyj107	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337393&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337393&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	15260	6490654	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337394	SAMEA7579056	wyj108	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337394&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337394&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	5005	2124139	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337395	SAMEA7579057	wyj109	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337395&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337395&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	39244	16681108	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337396	SAMEA7579058	wyj110	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337396&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337396&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	43988	18704903	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337397	SAMEA7579059	wyj111	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337397&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337397&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	77043	32618404	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337398	SAMEA7579060	wyj112	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337398&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337398&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	91681	38987113	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337399	SAMEA7579061	wyj113	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337399&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337399&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	27754	11798033	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337400	SAMEA7579062	wyj114	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337400&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337400&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	6793	2887192	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337401	SAMEA7579063	wyj115	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337401&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337401&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	30396	12918449	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337402	SAMEA7579064	wyj116	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337402&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337402&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	24379	10370152	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337403	SAMEA7579065	wyj117	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337403&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337403&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	45396	19372355	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337404	SAMEA7579066	wyj118	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337404&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337404&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	106432	45179585	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337405	SAMEA7579067	wyj119	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337405&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337405&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	21990	9347470	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337406	SAMEA7579068	wyj120	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337406&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337406&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	38640	16413554	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337407	SAMEA7579069	wyj121	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337407&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337407&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	45986	19576511	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337408	SAMEA7579070	wyj122	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337408&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337408&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	56494	24013008	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337409	SAMEA7579071	wyj123	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337409&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337409&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	49185	20908034	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337410	SAMEA7579072	wyj124	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337410&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337410&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	14004	5948928	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337411	SAMEA7579073	wyj125	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337411&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337411&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	15342	6519409	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337412	SAMEA7579074	wyj126	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337412&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337412&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	12849	5464907	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337413	SAMEA7579075	wyj127	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337413&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337413&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	8593	3656293	2022-01-30	2022-01-30
Key Laboratory of Environmental and Applied Microbiology, CAS	ERS5337414	SAMEA7579076	wyj128	skin	749906	gut metagenome	ERA3145805	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337414&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS5337414&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2019	skin	skin	skin	China	103.82	36.07	host-associated	mimarks-survey	skin_metagenome	MiSeq	ERC000013	65422	27792987	2022-01-30	2022-01-30
