	study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
447	PRJEB1799	ERP002478	SAMEA1880247	ERS236944	ERX236834	ERR262316	ERA207702	539665	Parnassius szechenyii incognitus	ILLUMINA	unspecified	12.HD.Forehead:161		SINGLE	AMPLICON	METAGENOMIC	PCR	5292	659276	CCME-COLORADO	2013-04-17	2018-11-16	unspecified sequencing; qiime_experiment_797:322299:161	Song_2012_family_study	qiime_study_797	qiime_experiment_797:322299:161	seqs_12.HD.Forehead.375107.fastq.gz_run	383747	2126c1e307ce29eabe467a0a16c34997	ftp.sra.ebi.ac.uk/vol1/fastq/ERR262/ERR262316/ERR262316.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR262/ERR262316/ERR262316.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR262/ERR262316/ERR262316.fastq.gz	418167.0	f5c42ebf885db6560b546173bdff1531	ftp.sra.ebi.ac.uk/vol1/run/ERR262/ERR262316/seqs_12.HD.Forehead.375107.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR262/ERR262316/seqs_12.HD.Forehead.375107.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR262/ERR262316/seqs_12.HD.Forehead.375107.fastq.gz	FASTQ	548309.0	f8491c1194bc1435b4fd1cb371dc8c7e	ftp.sra.ebi.ac.uk/vol1/err/ERR262/ERR262316	fasp.sra.ebi.ac.uk:/vol1/err/ERR262/ERR262316	ftp.sra.ebi.ac.uk/vol1/err/ERR262/ERR262316				qiime_study_797:12.HD.Forehead		12.HD.Forehead		2013-04-16
448	PRJEB1799	ERP002478	SAMEA1880301	ERS236945	ERX236835	ERR262317	ERA207702	539665	Parnassius szechenyii incognitus	ILLUMINA	unspecified	62.HE.LeftPalm:941		SINGLE	AMPLICON	METAGENOMIC	PCR	23169	3030139	CCME-COLORADO	2013-04-17	2018-11-16	unspecified sequencing; qiime_experiment_797:322300:941	Song_2012_family_study	qiime_study_797	qiime_experiment_797:322300:941	seqs_62.HE.LeftPalm.374990.fastq.gz_run	1843943	572e9624e9ae00e2cedc74fcd9b58351	ftp.sra.ebi.ac.uk/vol1/fastq/ERR262/ERR262317/ERR262317.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR262/ERR262317/ERR262317.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR262/ERR262317/ERR262317.fastq.gz	1977058.0	99f06b4b92dfd2da73fe4519082fe928	ftp.sra.ebi.ac.uk/vol1/run/ERR262/ERR262317/seqs_62.HE.LeftPalm.374990.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR262/ERR262317/seqs_62.HE.LeftPalm.374990.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR262/ERR262317/seqs_62.HE.LeftPalm.374990.fastq.gz	FASTQ	2418097.0	e3284a839ae7ee4e03614687456b796e	ftp.sra.ebi.ac.uk/vol1/err/ERR262/ERR262317	fasp.sra.ebi.ac.uk:/vol1/err/ERR262/ERR262317	ftp.sra.ebi.ac.uk/vol1/err/ERR262/ERR262317				qiime_study_797:62.HE.LeftPalm		62.HE.LeftPalm		2013-04-16
449	PRJEB1799	ERP002478	SAMEA1880265	ERS236946	ERX236836	ERR262318	ERA207702	408170	human gut metagenome	ILLUMINA	unspecified	24.HA.Stool:359		SINGLE	AMPLICON	METAGENOMIC	PCR	29382	3687080	CCME-COLORADO	2013-04-17	2018-11-16	unspecified sequencing; qiime_experiment_797:322301:359	Song_2012_family_study	qiime_study_797	qiime_experiment_797:322301:359	seqs_24.HA.Stool.374432.fastq.gz_run	2210308	f5e2df83032a79af4d5db61fae5b104d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR262/ERR262318/ERR262318.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR262/ERR262318/ERR262318.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR262/ERR262318/ERR262318.fastq.gz	2368378.0	a6406eb2915f20226c33eb5859b6d004	ftp.sra.ebi.ac.uk/vol1/run/ERR262/ERR262318/seqs_24.HA.Stool.374432.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR262/ERR262318/seqs_24.HA.Stool.374432.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR262/ERR262318/seqs_24.HA.Stool.374432.fastq.gz	FASTQ	2853661.0	58f058beae13e88ad7843bf3032cf810	ftp.sra.ebi.ac.uk/vol1/err/ERR262/ERR262318	fasp.sra.ebi.ac.uk:/vol1/err/ERR262/ERR262318	ftp.sra.ebi.ac.uk/vol1/err/ERR262/ERR262318				qiime_study_797:24.HA.Stool		24.HA.Stool		2013-04-16
450	PRJEB1799	ERP002478	SAMEA1880341	ERS236947	ERX236837	ERR262319	ERA207702	539665	Parnassius szechenyii incognitus	ILLUMINA	unspecified	64.HA.RightPalm:979		SINGLE	AMPLICON	METAGENOMIC	PCR	25835	3357107	CCME-COLORADO	2013-04-17	2018-11-16	unspecified sequencing; qiime_experiment_797:322302:979	Song_2012_family_study	qiime_study_797	qiime_experiment_797:322302:979	seqs_64.HA.RightPalm.374633.fastq.gz_run	2069008	7b3cc2ae5598afc5d004ebd6fd659f1d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR262/ERR262319/ERR262319.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR262/ERR262319/ERR262319.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR262/ERR262319/ERR262319.fastq.gz	2209920.0	968d83a01cf77cd77ca4326ab79726ba	ftp.sra.ebi.ac.uk/vol1/run/ERR262/ERR262319/seqs_64.HA.RightPalm.374633.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR262/ERR262319/seqs_64.HA.RightPalm.374633.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR262/ERR262319/seqs_64.HA.RightPalm.374633.fastq.gz	FASTQ	2650429.0	4196abc6ba7e74c9904572f4891d0693	ftp.sra.ebi.ac.uk/vol1/err/ERR262/ERR262319	fasp.sra.ebi.ac.uk:/vol1/err/ERR262/ERR262319	ftp.sra.ebi.ac.uk/vol1/err/ERR262/ERR262319				qiime_study_797:64.HA.RightPalm		64.HA.RightPalm		2013-04-16
451	PRJEB1799	ERP002478	SAMEA1880739	ERS236948	ERX236838	ERR262320	ERA207702	539665	Parnassius szechenyii incognitus	ILLUMINA	unspecified	12.HD.RightPalm:163		SINGLE	AMPLICON	METAGENOMIC	PCR	3974	512010	CCME-COLORADO	2013-04-17	2018-11-16	unspecified sequencing; qiime_experiment_797:322303:163	Song_2012_family_study	qiime_study_797	qiime_experiment_797:322303:163	seqs_12.HD.RightPalm.374545.fastq.gz_run	329551	66c73abe68422ab6de59b85843e58719	ftp.sra.ebi.ac.uk/vol1/fastq/ERR262/ERR262320/ERR262320.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR262/ERR262320/ERR262320.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR262/ERR262320/ERR262320.fastq.gz	357174.0	96c5f6dad5c8c6d4be15f835e2c4fe04	ftp.sra.ebi.ac.uk/vol1/run/ERR262/ERR262320/seqs_12.HD.RightPalm.374545.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR262/ERR262320/seqs_12.HD.RightPalm.374545.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR262/ERR262320/seqs_12.HD.RightPalm.374545.fastq.gz	FASTQ	456846.0	9c7dc9bc5a22456b288ce2194da036b6	ftp.sra.ebi.ac.uk/vol1/err/ERR262/ERR262320	fasp.sra.ebi.ac.uk:/vol1/err/ERR262/ERR262320	ftp.sra.ebi.ac.uk/vol1/err/ERR262/ERR262320				qiime_study_797:12.HD.RightPalm		12.HD.RightPalm		2013-04-16
452	PRJEB1799	ERP002478	SAMEA1880779	ERS236949	ERX236839	ERR262321	ERA207702	539665	Parnassius szechenyii incognitus	ILLUMINA	unspecified	07.HA.Forehead:96		SINGLE	AMPLICON	METAGENOMIC	PCR	21479	2696482	CCME-COLORADO	2013-04-17	2018-11-16	unspecified sequencing; qiime_experiment_797:322304:96	Song_2012_family_study	qiime_study_797	qiime_experiment_797:322304:96	seqs_07.HA.Forehead.374696.fastq.gz_run	1602437	02d346a4ec87cbe32e8e648afe28da4c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR262/ERR262321/ERR262321.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR262/ERR262321/ERR262321.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR262/ERR262321/ERR262321.fastq.gz	1724949.0	3be5a92b8fcdcd327efc8ac5f8bbbdbc	ftp.sra.ebi.ac.uk/vol1/run/ERR262/ERR262321/seqs_07.HA.Forehead.374696.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR262/ERR262321/seqs_07.HA.Forehead.374696.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR262/ERR262321/seqs_07.HA.Forehead.374696.fastq.gz	FASTQ	2143576.0	8dde011d33549319373f139e51fb7230	ftp.sra.ebi.ac.uk/vol1/err/ERR262/ERR262321	fasp.sra.ebi.ac.uk:/vol1/err/ERR262/ERR262321	ftp.sra.ebi.ac.uk/vol1/err/ERR262/ERR262321				qiime_study_797:07.HA.Forehead		07.HA.Forehead		2013-04-16
453	PRJEB1799	ERP002478	SAMEA1881385	ERS236950	ERX236840	ERR262322	ERA207702	410656	organismal metagenomes	ILLUMINA	unspecified	52.CA.Tongue:758		SINGLE	AMPLICON	METAGENOMIC	PCR	7543	972050	CCME-COLORADO	2013-04-17	2018-11-16	unspecified sequencing; qiime_experiment_797:322305:758	Song_2012_family_study	qiime_study_797	qiime_experiment_797:322305:758	seqs_52.CA.Tongue.374875.fastq.gz_run	597529	8792bfc819e5094fed488b0c47c31731	ftp.sra.ebi.ac.uk/vol1/fastq/ERR262/ERR262322/ERR262322.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR262/ERR262322/ERR262322.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR262/ERR262322/ERR262322.fastq.gz	642488.0	8e70531cde114269403e0c23fbbeb4aa	ftp.sra.ebi.ac.uk/vol1/run/ERR262/ERR262322/seqs_52.CA.Tongue.374875.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR262/ERR262322/seqs_52.CA.Tongue.374875.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR262/ERR262322/seqs_52.CA.Tongue.374875.fastq.gz	FASTQ	784680.0	ecf79a57aa90f0a65b23f67b9bd91d11	ftp.sra.ebi.ac.uk/vol1/err/ERR262/ERR262322	fasp.sra.ebi.ac.uk:/vol1/err/ERR262/ERR262322	ftp.sra.ebi.ac.uk/vol1/err/ERR262/ERR262322				qiime_study_797:52.CA.Tongue		52.CA.Tongue		2013-04-16
454	PRJEB1799	ERP002478	SAMEA1881200	ERS236951	ERX236841	ERR262323	ERA207702	539665	Parnassius szechenyii incognitus	ILLUMINA	unspecified	35.HB.Forehead:475		SINGLE	AMPLICON	METAGENOMIC	PCR	22082	2757067	CCME-COLORADO	2013-04-17	2018-11-16	unspecified sequencing; qiime_experiment_797:322306:475	Song_2012_family_study	qiime_study_797	qiime_experiment_797:322306:475	seqs_35.HB.Forehead.374345.fastq.gz_run	1680230	4fdb8d84a9ecc7ce2bc395a28c31d821	ftp.sra.ebi.ac.uk/vol1/fastq/ERR262/ERR262323/ERR262323.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR262/ERR262323/ERR262323.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR262/ERR262323/ERR262323.fastq.gz	1807893.0	38787d6cb9c24f6d2dacc3b568c46c16	ftp.sra.ebi.ac.uk/vol1/run/ERR262/ERR262323/seqs_35.HB.Forehead.374345.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR262/ERR262323/seqs_35.HB.Forehead.374345.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR262/ERR262323/seqs_35.HB.Forehead.374345.fastq.gz	FASTQ	2179244.0	f5096d4aaf871d47a8b2255b5d408caa	ftp.sra.ebi.ac.uk/vol1/err/ERR262/ERR262323	fasp.sra.ebi.ac.uk:/vol1/err/ERR262/ERR262323	ftp.sra.ebi.ac.uk/vol1/err/ERR262/ERR262323				qiime_study_797:35.HB.Forehead		35.HB.Forehead		2013-04-16
455	PRJEB1799	ERP002478	SAMEA1881189	ERS236952	ERX236842	ERR262324	ERA207702	410656	organismal metagenomes	ILLUMINA	unspecified	56.CA.BackRightPaw:838		SINGLE	AMPLICON	METAGENOMIC	PCR	4335	550199	CCME-COLORADO	2013-04-17	2018-11-16	unspecified sequencing; qiime_experiment_797:322307:838	Song_2012_family_study	qiime_study_797	qiime_experiment_797:322307:838	seqs_56.CA.BackRightPaw.375201.fastq.gz_run	359581	1ee0e8beb539220c70875670a8714165	ftp.sra.ebi.ac.uk/vol1/fastq/ERR262/ERR262324/ERR262324.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR262/ERR262324/ERR262324.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR262/ERR262324/ERR262324.fastq.gz	388379.0	a74db7ff8f68f74dae0f8ed56ee7dedb	ftp.sra.ebi.ac.uk/vol1/run/ERR262/ERR262324/seqs_56.CA.BackRightPaw.375201.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR262/ERR262324/seqs_56.CA.BackRightPaw.375201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR262/ERR262324/seqs_56.CA.BackRightPaw.375201.fastq.gz	FASTQ	481856.0	f8a922cd99235b61b147b80df6df5f48	ftp.sra.ebi.ac.uk/vol1/err/ERR262/ERR262324	fasp.sra.ebi.ac.uk:/vol1/err/ERR262/ERR262324	ftp.sra.ebi.ac.uk/vol1/err/ERR262/ERR262324				qiime_study_797:56.CA.BackRightPaw		56.CA.BackRightPaw		2013-04-16
456	PRJEB1799	ERP002478	SAMEA1881276	ERS236953	ERX236843	ERR262325	ERA207702	447426	human oral metagenome	ILLUMINA	unspecified	43.HB.Tongue:609		SINGLE	AMPLICON	METAGENOMIC	PCR	14949	1885495	CCME-COLORADO	2013-04-17	2018-11-16	unspecified sequencing; qiime_experiment_797:322308:609	Song_2012_family_study	qiime_study_797	qiime_experiment_797:322308:609	seqs_43.HB.Tongue.375341.fastq.gz_run	1083413	0a3b3adab3a12574decf8dc8c7fe5261	ftp.sra.ebi.ac.uk/vol1/fastq/ERR262/ERR262325/ERR262325.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR262/ERR262325/ERR262325.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR262/ERR262325/ERR262325.fastq.gz	1168504.0	e4a6b91e5adcad40a5851423738fa95c	ftp.sra.ebi.ac.uk/vol1/run/ERR262/ERR262325/seqs_43.HB.Tongue.375341.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR262/ERR262325/seqs_43.HB.Tongue.375341.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR262/ERR262325/seqs_43.HB.Tongue.375341.fastq.gz	FASTQ	1474627.0	b14cfaa6cf62f94b3a3dd092efe0f3b7	ftp.sra.ebi.ac.uk/vol1/err/ERR262/ERR262325	fasp.sra.ebi.ac.uk:/vol1/err/ERR262/ERR262325	ftp.sra.ebi.ac.uk/vol1/err/ERR262/ERR262325				qiime_study_797:43.HB.Tongue		43.HB.Tongue		2013-04-16
457	PRJEB1799	ERP002478	SAMEA1881230	ERS236954	ERX236844	ERR262326	ERA207702	410656	organismal metagenomes	ILLUMINA	unspecified	66.CA.FrontLeftPaw:990		SINGLE	AMPLICON	METAGENOMIC	PCR	39353	4948337	CCME-COLORADO	2013-04-17	2018-11-16	unspecified sequencing; qiime_experiment_797:322309:990	Song_2012_family_study	qiime_study_797	qiime_experiment_797:322309:990	seqs_66.CA.FrontLeftPaw.375028.fastq.gz_run	3311795	08b523cd84318dce65c93ae979b70db2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR262/ERR262326/ERR262326.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR262/ERR262326/ERR262326.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR262/ERR262326/ERR262326.fastq.gz	3537181.0	6c7f2181f4f966f8f623f06f44be049a	ftp.sra.ebi.ac.uk/vol1/run/ERR262/ERR262326/seqs_66.CA.FrontLeftPaw.375028.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR262/ERR262326/seqs_66.CA.FrontLeftPaw.375028.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR262/ERR262326/seqs_66.CA.FrontLeftPaw.375028.fastq.gz	FASTQ	4131343.0	4e66e19868288e7e55ee9e7d3985d22c	ftp.sra.ebi.ac.uk/vol1/err/ERR262/ERR262326	fasp.sra.ebi.ac.uk:/vol1/err/ERR262/ERR262326	ftp.sra.ebi.ac.uk/vol1/err/ERR262/ERR262326				qiime_study_797:66.CA.FrontLeftPaw		66.CA.FrontLeftPaw		2013-04-16
458	PRJEB1799	ERP002478	SAMEA1879242	ERS236955	ERX236845	ERR262327	ERA207702	539665	Parnassius szechenyii incognitus	ILLUMINA	unspecified	38.HA.LeftPalm:521		SINGLE	AMPLICON	METAGENOMIC	PCR	15147	1984033	CCME-COLORADO	2013-04-17	2018-11-16	unspecified sequencing; qiime_experiment_797:322310:521	Song_2012_family_study	qiime_study_797	qiime_experiment_797:322310:521	seqs_38.HA.LeftPalm.375073.fastq.gz_run	1217087	8c2fed88b7ddcc734aac93cd6944c0f6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR262/ERR262327/ERR262327.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR262/ERR262327/ERR262327.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR262/ERR262327/ERR262327.fastq.gz	1313718.0	565ff3f979eeb8e6717b66a8be72d562	ftp.sra.ebi.ac.uk/vol1/run/ERR262/ERR262327/seqs_38.HA.LeftPalm.375073.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR262/ERR262327/seqs_38.HA.LeftPalm.375073.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR262/ERR262327/seqs_38.HA.LeftPalm.375073.fastq.gz	FASTQ	1591353.0	fc16ac659dd526bff38be67eb6a44e7c	ftp.sra.ebi.ac.uk/vol1/err/ERR262/ERR262327	fasp.sra.ebi.ac.uk:/vol1/err/ERR262/ERR262327	ftp.sra.ebi.ac.uk/vol1/err/ERR262/ERR262327				qiime_study_797:38.HA.LeftPalm		38.HA.LeftPalm		2013-04-16
459	PRJEB1799	ERP002478	SAMEA1879208	ERS236956	ERX236846	ERR262328	ERA207702	539665	Parnassius szechenyii incognitus	ILLUMINA	unspecified	267.Forehead:397		SINGLE	AMPLICON	METAGENOMIC	PCR	12601	1587843	CCME-COLORADO	2013-04-17	2018-11-16	unspecified sequencing; qiime_experiment_797:322311:397	Song_2012_family_study	qiime_study_797	qiime_experiment_797:322311:397	seqs_267.Forehead.374563.fastq.gz_run	890383	bf5963ffd1a58ce63a98188c2165a855	ftp.sra.ebi.ac.uk/vol1/fastq/ERR262/ERR262328/ERR262328.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR262/ERR262328/ERR262328.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR262/ERR262328/ERR262328.fastq.gz	966015.0	a557d038715816a645cb458bdd3d97d6	ftp.sra.ebi.ac.uk/vol1/run/ERR262/ERR262328/seqs_267.Forehead.374563.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR262/ERR262328/seqs_267.Forehead.374563.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR262/ERR262328/seqs_267.Forehead.374563.fastq.gz	FASTQ	1236339.0	346a83a819e4c7e07097b5d355e72a3a	ftp.sra.ebi.ac.uk/vol1/err/ERR262/ERR262328	fasp.sra.ebi.ac.uk:/vol1/err/ERR262/ERR262328	ftp.sra.ebi.ac.uk/vol1/err/ERR262/ERR262328				qiime_study_797:267.Forehead		267.Forehead		2013-04-16
460	PRJEB1799	ERP002478	SAMEA1879218	ERS236957	ERX236847	ERR262329	ERA207702	539665	Parnassius szechenyii incognitus	ILLUMINA	unspecified	05.HB.LeftPalm:53		SINGLE	AMPLICON	METAGENOMIC	PCR	4163	541592	CCME-COLORADO	2013-04-17	2018-11-16	unspecified sequencing; qiime_experiment_797:322312:53	Song_2012_family_study	qiime_study_797	qiime_experiment_797:322312:53	seqs_05.HB.LeftPalm.374874.fastq.gz_run	350462	affe137db75bf999cbadbe4824fc6ad5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR262/ERR262329/ERR262329.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR262/ERR262329/ERR262329.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR262/ERR262329/ERR262329.fastq.gz	378309.0	c58d9a435b7673af5d30ace430764c98	ftp.sra.ebi.ac.uk/vol1/run/ERR262/ERR262329/seqs_05.HB.LeftPalm.374874.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR262/ERR262329/seqs_05.HB.LeftPalm.374874.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR262/ERR262329/seqs_05.HB.LeftPalm.374874.fastq.gz	FASTQ	462494.0	6f7c11c383c61680d127ec47090008cf	ftp.sra.ebi.ac.uk/vol1/err/ERR262/ERR262329	fasp.sra.ebi.ac.uk:/vol1/err/ERR262/ERR262329	ftp.sra.ebi.ac.uk/vol1/err/ERR262/ERR262329				qiime_study_797:05.HB.LeftPalm		05.HB.LeftPalm		2013-04-16
461	PRJEB1799	ERP002478	SAMEA1879192	ERS236958	ERX236848	ERR262330	ERA207702	447426	human oral metagenome	ILLUMINA	unspecified	50.HB.Tongue:742		SINGLE	AMPLICON	METAGENOMIC	PCR	11471	1442550	CCME-COLORADO	2013-04-17	2018-11-16	unspecified sequencing; qiime_experiment_797:322313:742	Song_2012_family_study	qiime_study_797	qiime_experiment_797:322313:742	seqs_50.HB.Tongue.375160.fastq.gz_run	850487	5fda9cd8bb1a6d1f69ea1c59b4e5d31d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR262/ERR262330/ERR262330.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR262/ERR262330/ERR262330.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR262/ERR262330/ERR262330.fastq.gz	919704.0	931305c1e3331e74afb7bcb24e0433ca	ftp.sra.ebi.ac.uk/vol1/run/ERR262/ERR262330/seqs_50.HB.Tongue.375160.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR262/ERR262330/seqs_50.HB.Tongue.375160.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR262/ERR262330/seqs_50.HB.Tongue.375160.fastq.gz	FASTQ	1167882.0	f7cc1b1e03601c64db0d4bc816098c34	ftp.sra.ebi.ac.uk/vol1/err/ERR262/ERR262330	fasp.sra.ebi.ac.uk:/vol1/err/ERR262/ERR262330	ftp.sra.ebi.ac.uk/vol1/err/ERR262/ERR262330				qiime_study_797:50.HB.Tongue		50.HB.Tongue		2013-04-16
462	PRJEB1799	ERP002478	SAMEA1879152	ERS236959	ERX236849	ERR262331	ERA207702	408170	human gut metagenome	ILLUMINA	unspecified	38.HA.Stool:523		SINGLE	AMPLICON	METAGENOMIC	PCR	41645	5257848	CCME-COLORADO	2013-04-17	2018-11-16	unspecified sequencing; qiime_experiment_797:322314:523	Song_2012_family_study	qiime_study_797	qiime_experiment_797:322314:523	seqs_38.HA.Stool.374373.fastq.gz_run	3203555	6a2a625e04b699468e970192eabecb9d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR262/ERR262331/ERR262331.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR262/ERR262331/ERR262331.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR262/ERR262331/ERR262331.fastq.gz	3420181.0	70788c202824d4b6acf7ac305c604424	ftp.sra.ebi.ac.uk/vol1/run/ERR262/ERR262331/seqs_38.HA.Stool.374373.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR262/ERR262331/seqs_38.HA.Stool.374373.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR262/ERR262331/seqs_38.HA.Stool.374373.fastq.gz	FASTQ	4059658.0	be35ac86094a6871ba83200f32649081	ftp.sra.ebi.ac.uk/vol1/err/ERR262/ERR262331	fasp.sra.ebi.ac.uk:/vol1/err/ERR262/ERR262331	ftp.sra.ebi.ac.uk/vol1/err/ERR262/ERR262331				qiime_study_797:38.HA.Stool		38.HA.Stool		2013-04-16
463	PRJEB1799	ERP002478	SAMEA1879855	ERS236960	ERX236850	ERR262332	ERA207702	539665	Parnassius szechenyii incognitus	ILLUMINA	unspecified	13.HA.Forehead:205		SINGLE	AMPLICON	METAGENOMIC	PCR	17639	2238974	CCME-COLORADO	2013-04-17	2018-11-16	unspecified sequencing; qiime_experiment_797:322315:205	Song_2012_family_study	qiime_study_797	qiime_experiment_797:322315:205	seqs_13.HA.Forehead.374961.fastq.gz_run	1247834	4828c4994f2e6bb19a02e404a87cd82e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR262/ERR262332/ERR262332.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR262/ERR262332/ERR262332.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR262/ERR262332/ERR262332.fastq.gz	1348238.0	a3938d08df9a861e1b87527a51e3779d	ftp.sra.ebi.ac.uk/vol1/run/ERR262/ERR262332/seqs_13.HA.Forehead.374961.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR262/ERR262332/seqs_13.HA.Forehead.374961.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR262/ERR262332/seqs_13.HA.Forehead.374961.fastq.gz	FASTQ	1786620.0	6b9f27368167a71dbfdd6cfa5cd30d1e	ftp.sra.ebi.ac.uk/vol1/err/ERR262/ERR262332	fasp.sra.ebi.ac.uk:/vol1/err/ERR262/ERR262332	ftp.sra.ebi.ac.uk/vol1/err/ERR262/ERR262332				qiime_study_797:13.HA.Forehead		13.HA.Forehead		2013-04-16
