run_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	study_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
SRR13348306	SRP300200	SAMN17209684	SRS7961622	SRX9774168	PRJNA689547	SRA1179876	1256227	indoor metagenome	ILLUMINA	Illumina MiSeq	S.191117.00153_2		PAIRED	AMPLICON	METAGENOMIC	PCR	46541	23363582	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191117.00153_2	S.191117.00153_2_L001_R1_001.fastq.gz	4924283;4774389	5c7067b4d3c3861838cb8ec3bd9b2541;f3697f88f9fd9561fb7c424489b3e78e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/006/SRR13348306/SRR13348306_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/006/SRR13348306/SRR13348306_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/006/SRR13348306/SRR13348306_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/006/SRR13348306/SRR13348306_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/006/SRR13348306/SRR13348306_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/006/SRR13348306/SRR13348306_2.fastq.gz							11663091	7b21512e161aa2797708c8de0820a4ac	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/006/SRR13348306	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/006/SRR13348306	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/006/SRR13348306	S.191117.00153_2		MIMS Environmental/Metagenome sample from indoor metagenome		2021-01-04
SRR13348308	SRP300200	SAMN17209681	SRS7961620	SRX9774165	PRJNA689547	SRA1179876	1256227	indoor metagenome	ILLUMINA	Illumina MiSeq	S.191105.00086_12		PAIRED	AMPLICON	METAGENOMIC	PCR	73029	36660558	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191105.00086_12	S.191105.00086_12_L001_R1_001.fastq.gz	6916540;6560176	122cc17bc4fb3c5bcc8be5c3d052a9fe;2cfb9b636866aaf0227b8dbc4591bf81	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/008/SRR13348308/SRR13348308_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/008/SRR13348308/SRR13348308_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/008/SRR13348308/SRR13348308_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/008/SRR13348308/SRR13348308_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/008/SRR13348308/SRR13348308_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/008/SRR13348308/SRR13348308_2.fastq.gz							18187960	dfc3d0f3891f4042f0235eb956c8462c	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/008/SRR13348308	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/008/SRR13348308	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/008/SRR13348308	S.191105.00086_12		MIMS Environmental/Metagenome sample from indoor metagenome		2021-01-04
SRR13348310	SRP300200	SAMN17209683	SRS7961623	SRX9774167	PRJNA689547	SRA1179876	1256227	indoor metagenome	ILLUMINA	Illumina MiSeq	S.191207.00001_117		PAIRED	AMPLICON	METAGENOMIC	PCR	62888	31569776	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191207.00001_117	S.191207.00001_117_L001_R1_001.fastq.gz	6030625;6576625	db8dc5ab1f3219ffcf81593e57ee5e97;3082da27107336625c651728ee89ba86	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/010/SRR13348310/SRR13348310_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/010/SRR13348310/SRR13348310_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/010/SRR13348310/SRR13348310_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/010/SRR13348310/SRR13348310_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/010/SRR13348310/SRR13348310_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/010/SRR13348310/SRR13348310_2.fastq.gz							16097528	adcb413e86a5b785d2e7f91f3dc9d730	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/010/SRR13348310	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/010/SRR13348310	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/010/SRR13348310	S.191207.00001_117		MIMS Environmental/Metagenome sample from indoor metagenome		2021-01-04
SRR13348311	SRP300200	SAMN17209500	SRS7961619	SRX9774163	PRJNA689547	SRA1179876	1131769	human nasopharyngeal metagenome	ILLUMINA	Illumina MiSeq	S.191123.00110_35		PAIRED	AMPLICON	METAGENOMIC	PCR	82186	41257372	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191123.00110_35	S.191123.00110_35_L001_R1_001.fastq.gz	6972484;5912544	56bdae13fb6a02a59f41b9ed3665fa81;f53fdf3cc880845408c6f352da5fe123	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/011/SRR13348311/SRR13348311_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/011/SRR13348311/SRR13348311_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/011/SRR13348311/SRR13348311_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/011/SRR13348311/SRR13348311_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/011/SRR13348311/SRR13348311_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/011/SRR13348311/SRR13348311_2.fastq.gz							18923554	85a8f4dc27117471b7ee165300bf3ecb	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/011/SRR13348311	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/011/SRR13348311	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/011/SRR13348311	S.191123.00110_35		MIMS Environmental/Metagenome sample from human nasopharyngeal metagenome		2021-01-04
SRR13348313	SRP300200	SAMN17209679	SRS7961616	SRX9774161	PRJNA689547	SRA1179876	1256227	indoor metagenome	ILLUMINA	Illumina MiSeq	S.191112.00001_34		PAIRED	AMPLICON	METAGENOMIC	PCR	67035	33651570	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191112.00001_34	S.191112.00001_34_L001_R1_001.fastq.gz	6310798;5560406	d8e432c7fb389e1878030c1d6ef0dfbb;744ac031ad860ae185ae85ff067498ed	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/013/SRR13348313/SRR13348313_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/013/SRR13348313/SRR13348313_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/013/SRR13348313/SRR13348313_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/013/SRR13348313/SRR13348313_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/013/SRR13348313/SRR13348313_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/013/SRR13348313/SRR13348313_2.fastq.gz							16246849	9643f235bff45cc20c92ff1ddeb5f6a1	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/013/SRR13348313	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/013/SRR13348313	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/013/SRR13348313	S.191112.00001_34		MIMS Environmental/Metagenome sample from indoor metagenome		2021-01-04
SRR13348317	SRP300200	SAMN17209674	SRS7961611	SRX9774156	PRJNA689547	SRA1179876	1256227	indoor metagenome	ILLUMINA	Illumina MiSeq	S.191104.00323_17		PAIRED	AMPLICON	METAGENOMIC	PCR	73431	36862362	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191104.00323_17	S.191104.00323_17_L001_R1_001.fastq.gz	6814142;6296775	860936f78628434642496f2edd15e031;12931438f175326d89ffd381647f1572	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/017/SRR13348317/SRR13348317_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/017/SRR13348317/SRR13348317_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/017/SRR13348317/SRR13348317_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/017/SRR13348317/SRR13348317_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/017/SRR13348317/SRR13348317_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/017/SRR13348317/SRR13348317_2.fastq.gz							17688593	e4d937fc1bedb450b78e34495fa3eda4	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/017/SRR13348317	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/017/SRR13348317	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/017/SRR13348317	S.191104.00323_17		MIMS Environmental/Metagenome sample from indoor metagenome		2021-01-04
SRR13348326	SRP300200	SAMN17209499	SRS7961606	SRX9774151	PRJNA689547	SRA1179876	1131769	human nasopharyngeal metagenome	ILLUMINA	Illumina MiSeq	S.191122.00712_164		PAIRED	AMPLICON	METAGENOMIC	PCR	6556	3291112	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191122.00712_164	S.191122.00712_164_L001_R1_001.fastq.gz	636565;613292	d8ad82f8feead4afe99072039e996ba6;2fac9dcb36e912caa2c87973473f98af	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/026/SRR13348326/SRR13348326_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/026/SRR13348326/SRR13348326_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/026/SRR13348326/SRR13348326_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/026/SRR13348326/SRR13348326_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/026/SRR13348326/SRR13348326_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/026/SRR13348326/SRR13348326_2.fastq.gz							1695121	4e72d7a4d0905ce6b479a41c2d1286a7	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/026/SRR13348326	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/026/SRR13348326	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/026/SRR13348326	S.191122.00712_164		MIMS Environmental/Metagenome sample from human nasopharyngeal metagenome		2021-01-04
SRR13348329	SRP300200	SAMN17209664	SRS7961599	SRX9774145	PRJNA689547	SRA1179876	256318	metagenome	ILLUMINA	Illumina MiSeq	S.191220.00908_85		PAIRED	AMPLICON	METAGENOMIC	PCR	5079	2549658	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191220.00908_85	S.191220.00908_85_L001_R1_001.fastq.gz	494146;457315	bd40d1e8d367093924c8a11528ac8e5b;77a80357f6cb8284600e7e3f0d1cbae6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/029/SRR13348329/SRR13348329_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/029/SRR13348329/SRR13348329_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/029/SRR13348329/SRR13348329_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/029/SRR13348329/SRR13348329_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/029/SRR13348329/SRR13348329_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/029/SRR13348329/SRR13348329_2.fastq.gz							1342747	4105dc2e34f621d0fc63929f8f3f2947	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/029/SRR13348329	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/029/SRR13348329	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/029/SRR13348329	S.191220.00908_85		MIMS Environmental/Metagenome sample from metagenome		2021-01-04
SRR13348331	SRP300200	SAMN17209662	SRS7961595	SRX9774143	PRJNA689547	SRA1179876	256318	metagenome	ILLUMINA	Illumina MiSeq	S.191220.00910_11		PAIRED	AMPLICON	METAGENOMIC	PCR	69161	34718822	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191220.00910_11	S.191220.00910_11_L001_R1_001.fastq.gz	7025388;7530981	bf2d85ed200027c5d74de52f33e8165f;29f9adcf9b6cb6fb7badbf491e362194	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/031/SRR13348331/SRR13348331_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/031/SRR13348331/SRR13348331_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/031/SRR13348331/SRR13348331_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/031/SRR13348331/SRR13348331_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/031/SRR13348331/SRR13348331_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/031/SRR13348331/SRR13348331_2.fastq.gz							19017892	416ddea140898c426cc2c41e819144d1	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/031/SRR13348331	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/031/SRR13348331	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/031/SRR13348331	S.191220.00910_11		MIMS Environmental/Metagenome sample from metagenome		2021-01-04
SRR13348334	SRP300200	SAMN17209498	SRS7961596	SRX9774140	PRJNA689547	SRA1179876	1131769	human nasopharyngeal metagenome	ILLUMINA	Illumina MiSeq	S.191114.00070_39		PAIRED	AMPLICON	METAGENOMIC	PCR	83874	42104748	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191114.00070_39	S.191114.00070_39_L001_R1_001.fastq.gz	7139626;6994662	93d7327cda9170b2dd6f447045a8efad;ce33e2064661d77f58435964348e6ac0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/034/SRR13348334/SRR13348334_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/034/SRR13348334/SRR13348334_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/034/SRR13348334/SRR13348334_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/034/SRR13348334/SRR13348334_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/034/SRR13348334/SRR13348334_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/034/SRR13348334/SRR13348334_2.fastq.gz							20465243	72db2f5da29c9449717cbce4c24b566d	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/034/SRR13348334	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/034/SRR13348334	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/034/SRR13348334	S.191114.00070_39		MIMS Environmental/Metagenome sample from human nasopharyngeal metagenome		2021-01-04
SRR13348336	SRP300200	SAMN17209657	SRS7961592	SRX9774137	PRJNA689547	SRA1179876	256318	metagenome	ILLUMINA	Illumina MiSeq	S.191220.00905_105		PAIRED	AMPLICON	METAGENOMIC	PCR	69360	34818720	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191220.00905_105	S.191220.00905_105_L001_R1_001.fastq.gz	6934359;6911971	2b4c9dde58b8a1e6aaddadafef1f7dd8;e1f70a1c51427ff525455ec9df86d0e8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/036/SRR13348336/SRR13348336_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/036/SRR13348336/SRR13348336_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/036/SRR13348336/SRR13348336_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/036/SRR13348336/SRR13348336_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/036/SRR13348336/SRR13348336_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/036/SRR13348336/SRR13348336_2.fastq.gz							17557736	5da5037afdae7daeee454174d5bbf006	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/036/SRR13348336	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/036/SRR13348336	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/036/SRR13348336	S.191220.00905_105		MIMS Environmental/Metagenome sample from metagenome		2021-01-04
SRR13348342	SRP300200	SAMN17209652	SRS7961950	SRX9774495	PRJNA689547	SRA1179876	539655	human skin metagenome	ILLUMINA	Illumina MiSeq	S.191121.00198_11		PAIRED	AMPLICON	METAGENOMIC	PCR	75774	38038548	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191121.00198_11	S.191121.00198_11_L001_R1_001.fastq.gz	6700214;6373188	5c039c4ed41d862fe1091bdc3fd15acb;5a8e64aa5882126d192179a211728578	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/042/SRR13348342/SRR13348342_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/042/SRR13348342/SRR13348342_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/042/SRR13348342/SRR13348342_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/042/SRR13348342/SRR13348342_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/042/SRR13348342/SRR13348342_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/042/SRR13348342/SRR13348342_2.fastq.gz							18368739	543414899e51b680988ea44d495184d4	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/042/SRR13348342	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/042/SRR13348342	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/042/SRR13348342	S.191121.00198_11		MIMS Environmental/Metagenome sample from human skin metagenome		2021-01-04
SRR13348348	SRP300200	SAMN17209647	SRS7961943	SRX9774489	PRJNA689547	SRA1179876	539655	human skin metagenome	ILLUMINA	Illumina MiSeq	S.191125.00722_22		PAIRED	AMPLICON	METAGENOMIC	PCR	62668	31459336	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191125.00722_22	S.191125.00722_22_L001_R1_001.fastq.gz	4688499;4707762	3dbed8cc67cbb4b93dbc8650d4ed759b;b3b58eb198cba513a2b578a42884ebfa	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/048/SRR13348348/SRR13348348_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/048/SRR13348348/SRR13348348_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/048/SRR13348348/SRR13348348_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/048/SRR13348348/SRR13348348_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/048/SRR13348348/SRR13348348_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/048/SRR13348348/SRR13348348_2.fastq.gz							14021208	8397eff099a72f318d4f496708ebea3f	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/048/SRR13348348	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/048/SRR13348348	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/048/SRR13348348	S.191125.00722_22		MIMS Environmental/Metagenome sample from human skin metagenome		2021-01-04
SRR13348349	SRP300200	SAMN17209646	SRS7961944	SRX9774488	PRJNA689547	SRA1179876	539655	human skin metagenome	ILLUMINA	Illumina MiSeq	S.191117.00103_136		PAIRED	AMPLICON	METAGENOMIC	PCR	2570	1290140	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191117.00103_136	S.191117.00103_136_L001_R1_001.fastq.gz	241988;231898	2283b1e630634a62736f0b8f0849d240;e5a96442789bbee521b549efd5e646c8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/049/SRR13348349/SRR13348349_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/049/SRR13348349/SRR13348349_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/049/SRR13348349/SRR13348349_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/049/SRR13348349/SRR13348349_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/049/SRR13348349/SRR13348349_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/049/SRR13348349/SRR13348349_2.fastq.gz							722720	ab257d7f18676387f686793e12e4f7a1	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/049/SRR13348349	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/049/SRR13348349	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/049/SRR13348349	S.191117.00103_136		MIMS Environmental/Metagenome sample from human skin metagenome		2021-01-04
SRR13348353	SRP300200	SAMN17209642	SRS7961942	SRX9774484	PRJNA689547	SRA1179876	539655	human skin metagenome	ILLUMINA	Illumina MiSeq	S.191119.00285_46		PAIRED	AMPLICON	METAGENOMIC	PCR	71553	35919606	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191119.00285_46	S.191119.00285_46_L001_R1_001.fastq.gz	5950762;5749365	f2802685c7e06bc891ac4aa3c951a850;ee78c0eb338dde1a8827cf350a7574df	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/053/SRR13348353/SRR13348353_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/053/SRR13348353/SRR13348353_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/053/SRR13348353/SRR13348353_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/053/SRR13348353/SRR13348353_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/053/SRR13348353/SRR13348353_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/053/SRR13348353/SRR13348353_2.fastq.gz							17244079	914a9265abd30057c5de628f1c405e1a	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/053/SRR13348353	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/053/SRR13348353	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/053/SRR13348353	S.191119.00285_46		MIMS Environmental/Metagenome sample from human skin metagenome		2021-01-04
SRR13348354	SRP300200	SAMN17209641	SRS7961938	SRX9774483	PRJNA689547	SRA1179876	539655	human skin metagenome	ILLUMINA	Illumina MiSeq	S.191114.00201_42		PAIRED	AMPLICON	METAGENOMIC	PCR	73179	36735858	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191114.00201_42	S.191114.00201_42_L001_R1_001.fastq.gz	6040779;5927064	45e37e023c82b9995c13090a3fdd46d1;cd63e39bb67c3d2d5f0c85ba026a0048	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/054/SRR13348354/SRR13348354_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/054/SRR13348354/SRR13348354_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/054/SRR13348354/SRR13348354_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/054/SRR13348354/SRR13348354_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/054/SRR13348354/SRR13348354_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/054/SRR13348354/SRR13348354_2.fastq.gz							16022123	1671be5f43f3ece98d715276dade2a7e	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/054/SRR13348354	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/054/SRR13348354	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/054/SRR13348354	S.191114.00201_42		MIMS Environmental/Metagenome sample from human skin metagenome		2021-01-04
